id,type,file
CKV_AWS_270,ConnectInstanceS3StorageConfigUsesCMK,github/checkov/checkov/terraform/checks/resource/aws/ConnectInstanceS3StorageConfigUsesCMK.py
CKV_AWS_271,DynamoDBTableReplicaKMSUsesCMK,github/checkov/checkov/terraform/checks/resource/aws/DynamoDBTableReplicaKMSUsesCMK.py
CKV_AWS_272,LambdaCodeSigningConfigured,github/checkov/checkov/terraform/checks/resource/aws/LambdaCodeSigningConfigured.py
CKV_AWS_273,IAMUserNotUsedForAccess,github/checkov/checkov/terraform/checks/resource/aws/IAMUserNotUsedForAccess.py
CKV_AWS_274,IAMManagedAdminPolicy,github/checkov/checkov/terraform/checks/resource/aws/IAMManagedAdminPolicy.py
CKV_AWS_275,IAMManagedAdminPolicy,github/checkov/checkov/terraform/checks/data/aws/IAMManagedAdminPolicy.py
CKV_AWS_276,APIGatewayMethodSettingsDataTrace,github/checkov/checkov/terraform/checks/resource/aws/APIGatewayMethodSettingsDataTrace.py
CKV_AWS_277,SecurityGroupUnrestrictedIngressAny,github/checkov/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngressAny.py
CKV_AWS_278,MemoryDBSnapshotEncryptionWithCMK,github/checkov/checkov/terraform/checks/resource/aws/MemoryDBSnapshotEncryptionWithCMK.py
CKV_AWS_279,NeptuneClusterSnapshotEncrypted,github/checkov/checkov/terraform/checks/resource/aws/NeptuneClusterSnapshotEncrypted.py
CKV_AWS_280,NeptuneClusterSnapshotEncryptedWithCMK,github/checkov/checkov/terraform/checks/resource/aws/NeptuneClusterSnapshotEncryptedWithCMK.py
CKV_AWS_281,RedshiftClusterSnapshotCopyGrantEncryptedWithCMK,github/checkov/checkov/terraform/checks/resource/aws/RedshiftClusterSnapshotCopyGrantEncryptedWithCMK.py
CKV_AWS_282,RedshiftServerlessNamespaceKMSKey,github/checkov/checkov/terraform/checks/resource/aws/RedshiftServerlessNamespaceKMSKey.py
CKV_AWS_283,IAMPublicActionsPolicy,github/checkov/checkov/terraform/checks/data/aws/IAMPublicActionsPolicy.py
CKV_AWS_284,StateMachineXray,github/checkov/checkov/terraform/checks/resource/aws/StateMachineXray.py
CKV_AWS_285,StateMachineLoggingExecutionHistory,github/checkov/checkov/terraform/checks/resource/aws/StateMachineLoggingExecutionHistory.py
CKV_AWS_286,IAMPrivilegeEscalation,github/checkov/checkov/terraform/checks/resource/aws/IAMPrivilegeEscalation.py
CKV_AWS_287,IAMCredentialsExposure,github/checkov/checkov/terraform/checks/resource/aws/IAMCredentialsExposure.py
CKV_AWS_288,IAMDataExfiltration,github/checkov/checkov/terraform/checks/resource/aws/IAMDataExfiltration.py
CKV_AWS_289,IAMPermissionsManagement,github/checkov/checkov/terraform/checks/resource/aws/IAMPermissionsManagement.py
CKV_AWS_290,IAMWriteAccess,github/checkov/checkov/terraform/checks/resource/aws/IAMWriteAccess.py
CKV_AWS_291,MSKClusterNodesArePrivate,github/checkov/checkov/cloudformation/checks/resource/aws/MSKClusterNodesArePrivate.py
CKV_AWS_291,MSKClusterNodesArePrivate,github/checkov/checkov/terraform/checks/resource/aws/MSKClusterNodesArePrivate.py
CKV_AWS_292,DocDBGlobalClusterEncryption,github/checkov/checkov/terraform/checks/resource/aws/DocDBGlobalClusterEncryption.py
CKV_AWS_293,RDSInstanceDeletionProtection,github/checkov/checkov/terraform/checks/resource/aws/RDSInstanceDeletionProtection.py
CKV_AWS_294,CloudtrailEventDataStoreUsesCMK,github/checkov/checkov/terraform/checks/resource/aws/CloudtrailEventDataStoreUsesCMK.py
CKV_AWS_295,DatasyncLocationExposesSecrets,github/checkov/checkov/terraform/checks/resource/aws/DatasyncLocationExposesSecrets.py
CKV_AWS_296,DMSEndpointUsesCMK,github/checkov/checkov/terraform/checks/resource/aws/DMSEndpointUsesCMK.py
CKV_AWS_297,SchedulerScheduleUsesCMK,github/checkov/checkov/terraform/checks/resource/aws/SchedulerScheduleUsesCMK.py
CKV_AWS_298,DMSS3UsesCMK,github/checkov/checkov/terraform/checks/resource/aws/DMSS3UsesCMK.py
CKV_AWS_300,S3AbortIncompleteUploads,github/checkov/checkov/terraform/checks/resource/aws/S3AbortIncompleteUploads.py
CKV_AWS_301,LambdaFunctionIsNotPublic,github/checkov/checkov/terraform/checks/resource/aws/LambdaFunctionIsNotPublic.py
CKV_AWS_302,DBSnapshotsArePrivate,github/checkov/checkov/terraform/checks/resource/aws/DBSnapshotsArePrivate.py
CKV_AWS_303,SSMDocumentsArePrivate,github/checkov/checkov/terraform/checks/resource/aws/SSMDocumentsArePrivate.py
CKV_AWS_304,SecretManagerSecret90days,github/checkov/checkov/terraform/checks/resource/aws/SecretManagerSecret90days.py
CKV_AWS_305,CloudfrontDistributionDefaultRoot,github/checkov/checkov/terraform/checks/resource/aws/CloudfrontDistributionDefaultRoot.py
CKV_AWS_306,SagemakerNotebookInCustomVPC,github/checkov/checkov/terraform/checks/resource/aws/SagemakerNotebookInCustomVPC.py
CKV_AWS_307,SagemakerNotebookRoot,github/checkov/checkov/terraform/checks/resource/aws/SagemakerNotebookRoot.py
CKV_AWS_308,APIGatewayMethodSettingsCacheEncrypted,github/checkov/checkov/terraform/checks/resource/aws/APIGatewayMethodSettingsCacheEncrypted.py
CKV_AWS_309,APIGatewayV2RouteDefinesAuthorizationType,github/checkov/checkov/terraform/checks/resource/aws/APIGatewayV2RouteDefinesAuthorizationType.py
CKV_AWS_310,CloudfrontDistributionOriginFailover,github/checkov/checkov/terraform/checks/resource/aws/CloudfrontDistributionOriginFailover.py
CKV_AWS_311,CodebuildS3LogsEncrypted,github/checkov/checkov/terraform/checks/resource/aws/CodebuildS3LogsEncrypted.py
CKV_AWS_312,ElasticBeanstalkUseEnhancedHealthChecks,github/checkov/checkov/terraform/checks/resource/aws/ElasticBeanstalkUseEnhancedHealthChecks.py
CKV_AWS_313,RDSClusterCopyTags,github/checkov/checkov/terraform/checks/resource/aws/RDSClusterCopyTags.py
CKV_AWS_314,CodebuildHasLogs,github/checkov/checkov/terraform/checks/resource/aws/CodebuildHasLogs.py
CKV_AWS_315,AutoScalingLaunchTemplate,github/checkov/checkov/terraform/checks/resource/aws/AutoScalingLaunchTemplate.py
CKV_AWS_316,CodeBuildPrivilegedMode,github/checkov/checkov/terraform/checks/resource/aws/CodeBuildPrivilegedMode.py
CKV_AWS_317,ElasticsearchDomainAuditLogging,github/checkov/checkov/cloudformation/checks/resource/aws/ElasticsearchDomainAuditLogging.py
CKV_AWS_317,ElasticsearchDomainAuditLogging,github/checkov/checkov/terraform/checks/resource/aws/ElasticsearchDomainAuditLogging.py
CKV_AWS_318,ElasticsearchDomainHA,github/checkov/checkov/terraform/checks/resource/aws/ElasticsearchDomainHA.py
CKV_AWS_319,CloudWatchAlarmsEnabled,github/checkov/checkov/terraform/checks/resource/aws/CloudWatchAlarmsEnabled.py
CKV_AWS_320,RedshiftClusterDatabaseName,github/checkov/checkov/terraform/checks/resource/aws/RedshiftClusterDatabaseName.py
CKV_AWS_321,RedshiftClusterUseEnhancedVPCRouting,github/checkov/checkov/terraform/checks/resource/aws/RedshiftClusterUseEnhancedVPCRouting.py
CKV_AWS_322,ElasticCacheAutomaticMinorUpgrades,github/checkov/checkov/terraform/checks/resource/aws/ElasticCacheAutomaticMinorUpgrades.py
CKV_AWS_323,ElastiCacheHasCustomSubnet,github/checkov/checkov/terraform/checks/resource/aws/ElastiCacheHasCustomSubnet.py
CKV_AWS_324,RDSClusterLogging,github/checkov/checkov/terraform/checks/resource/aws/RDSClusterLogging.py
CKV_AWS_325,RDSClusterAuditLogging,github/checkov/checkov/terraform/checks/resource/aws/RDSClusterAuditLogging.py
CKV_AWS_326,RDSClusterAuroraBacktrack,github/checkov/checkov/terraform/checks/resource/aws/RDSClusterAuroraBacktrack.py
CKV_AWS_327,RDSClusterEncryptedWithCMK,github/checkov/checkov/terraform/checks/resource/aws/RDSClusterEncryptedWithCMK.py
CKV_AWS_328,ALBDesyncMode,github/checkov/checkov/terraform/checks/resource/aws/ALBDesyncMode.py
CKV_AWS_329,EFSAccessPointRoot,github/checkov/checkov/terraform/checks/resource/aws/EFSAccessPointRoot.py
CKV_AWS_330,EFSAccessUserIdentity,github/checkov/checkov/terraform/checks/resource/aws/EFSAccessUserIdentity.py
CKV_AWS_331,Ec2TransitGatewayAutoAccept,github/checkov/checkov/terraform/checks/resource/aws/Ec2TransitGatewayAutoAccept.py
CKV_AWS_332,ECSServiceFargateLatest,github/checkov/checkov/terraform/checks/resource/aws/ECSServiceFargateLatest.py
CKV_AWS_333,ECSServicePublicIP,github/checkov/checkov/terraform/checks/resource/aws/ECSServicePublicIP.py
CKV_AWS_334,ECSContainerPrivilege,github/checkov/checkov/terraform/checks/resource/aws/ECSContainerPrivilege.py
CKV_AWS_335,ECSContainerHostProcess,github/checkov/checkov/terraform/checks/resource/aws/ECSContainerHostProcess.py
CKV_AWS_336,ECSContainerReadOnlyRoot,github/checkov/checkov/terraform/checks/resource/aws/ECSContainerReadOnlyRoot.py
CKV_AWS_337,SSMParameterUsesCMK,github/checkov/checkov/terraform/checks/resource/aws/SSMParameterUsesCMK.py
CKV_AWS_338,CloudWatchLogGroupRetentionYear,github/checkov/checkov/terraform/checks/resource/aws/CloudWatchLogGroupRetentionYear.py
CKV_AWS_339,EKSPlatformVersion,github/checkov/checkov/terraform/checks/resource/aws/EKSPlatformVersion.py
CKV_AWS_340,ElasticBeanstalkUseManagedUpdates,github/checkov/checkov/terraform/checks/resource/aws/ElasticBeanstalkUseManagedUpdates.py
CKV_AWS_341,LaunchTemplateMetadataHop,github/checkov/checkov/terraform/checks/resource/aws/LaunchTemplateMetadataHop.py
CKV_AWS_342,WAFRuleHasAnyActions,github/checkov/checkov/terraform/checks/resource/aws/WAFRuleHasAnyActions.py
CKV_AWS_343,RedshiftClusterAutoSnap,github/checkov/checkov/terraform/checks/resource/aws/RedshiftClusterAutoSnap.py
CKV_AWS_344,NetworkFirewallDeletionProtection,github/checkov/checkov/terraform/checks/resource/aws/NetworkFirewallDeletionProtection.py
CKV_AWS_345,NetworkFirewallUsesCMK,github/checkov/checkov/terraform/checks/resource/aws/NetworkFirewallUsesCMK.py
CKV_AWS_346,NetworkFirewallPolicyDefinesCMK,github/checkov/checkov/terraform/checks/resource/aws/NetworkFirewallPolicyDefinesCMK.py
CKV_AWS_347,NeptuneClusterEncryptedWithCMK,github/checkov/checkov/terraform/checks/resource/aws/NeptuneClusterEncryptedWithCMK.py
CKV_AWS_348,IAMUserRootAccessKeys,github/checkov/checkov/terraform/checks/resource/aws/IAMUserRootAccessKeys.py
CKV_AWS_349,EMRClusterConfEncryptsLocalDisk,github/checkov/checkov/terraform/checks/resource/aws/EMRClusterConfEncryptsLocalDisk.py
CKV_AWS_350,EMRClusterConfEncryptsEBS,github/checkov/checkov/terraform/checks/resource/aws/EMRClusterConfEncryptsEBS.py
CKV_AWS_351,EMRClusterConfEncryptsInTransit,github/checkov/checkov/terraform/checks/resource/aws/EMRClusterConfEncryptsInTransit.py
CKV_AWS_352,NetworkACLUnrestricted,github/checkov/checkov/terraform/checks/resource/aws/NetworkACLUnrestricted.py
CKV_AWS_353,RDSInstancePerformanceInsights,github/checkov/checkov/terraform/checks/resource/aws/RDSInstancePerformanceInsights.py
CKV_AWS_354,RDSInstancePerfInsightsEncryptionWithCMK,github/checkov/checkov/terraform/checks/resource/aws/RDSInstancePerfInsightsEncryptionWithCMK.py
CKV_AWS_355,IAMStarResourcePolicyDocument,github/checkov/checkov/terraform/checks/resource/aws/IAMStarResourcePolicyDocument.py
CKV_AWS_356,ResourcePolicyDocument,github/checkov/checkov/terraform/checks/data/aws/ResourcePolicyDocument.py
CKV_AWS_357,TransferServerAllowsOnlySecureProtocols,github/checkov/checkov/terraform/checks/resource/aws/TransferServerAllowsOnlySecureProtocols.py
CKV_AWS_358,GithubActionsOIDCTrustPolicy,github/checkov/checkov/terraform/checks/data/aws/GithubActionsOIDCTrustPolicy.py
CKV_AWS_359,NeptuneDBClustersIAMDatabaseAuthenticationEnabled,github/checkov/checkov/terraform/checks/resource/aws/NeptuneDBClustersIAMDatabaseAuthenticationEnabled.py
CKV_AWS_360,DocDBBackupRetention,github/checkov/checkov/cloudformation/checks/resource/aws/DocDBBackupRetention.py
CKV_AWS_360,DocDBBackupRetention,github/checkov/checkov/terraform/checks/resource/aws/DocDBBackupRetention.py
CKV_AWS_361,NeptuneClusterBackupRetention,github/checkov/checkov/cloudformation/checks/resource/aws/NeptuneClusterBackupRetention.py
CKV_AWS_361,NeptuneClusterBackupRetention,github/checkov/checkov/terraform/checks/resource/aws/NeptuneClusterBackupRetention.py
CKV_AWS_362,NeptuneDBClustersCopyTagsToSnapshots,github/checkov/checkov/terraform/checks/resource/aws/NeptuneDBClustersCopyTagsToSnapshots.py
CKV_AWS_363,DeprecatedLambdaRuntime,github/checkov/checkov/cloudformation/checks/resource/aws/DeprecatedLambdaRuntime.py
CKV_AWS_363,DeprecatedLambdaRuntime,github/checkov/checkov/terraform/checks/resource/aws/DeprecatedLambdaRuntime.py
CKV_AWS_364,LambdaServicePermission,github/checkov/checkov/cloudformation/checks/resource/aws/LambdaServicePermission.py
CKV_AWS_364,LambdaServicePermission,github/checkov/checkov/terraform/checks/resource/aws/LambdaServicePermission.py
CKV_AWS_365,SesConfigurationSetDefinesTLS,github/checkov/checkov/terraform/checks/resource/aws/SesConfigurationSetDefinesTLS.py
CKV_AWS_366,CognitoUnauthenticatedIdentities,github/checkov/checkov/cloudformation/checks/resource/aws/CognitoUnauthenticatedIdentities.py
CKV_AWS_366,CognitoUnauthenticatedIdentities,github/checkov/checkov/terraform/checks/resource/aws/CognitoUnauthenticatedIdentities.py
CKV_AWS_367,SagemakerDataQualityJobDefinitionEncryption,github/checkov/checkov/cloudformation/checks/resource/aws/SagemakerDataQualityJobDefinitionEncryption.py
CKV_AWS_367,SagemakerDataQualityJobDefinitionEncryption,github/checkov/checkov/terraform/checks/resource/aws/SagemakerDataQualityJobDefinitionEncryption.py
CKV_AWS_368,SagemakerDataQualityJobDefinitionVolumeEncryption,github/checkov/checkov/cloudformation/checks/resource/aws/SagemakerDataQualityJobDefinitionVolumeEncryption.py
CKV_AWS_368,SagemakerDataQualityJobDefinitionVolumeEncryption,github/checkov/checkov/terraform/checks/resource/aws/SagemakerDataQualityJobDefinitionVolumeEncryption.py
CKV_AWS_369,SagemakerDataQualityJobDefinitionTrafficEncryption,github/checkov/checkov/cloudformation/checks/resource/aws/SagemakerDataQualityJobDefinitionTrafficEncryption.py
CKV_AWS_369,SagemakerDataQualityJobDefinitionTrafficEncryption,github/checkov/checkov/terraform/checks/resource/aws/SagemakerDataQualityJobDefinitionTrafficEncryption.py
CKV_AWS_370,SagemakerModelWithNetworkIsolation,github/checkov/checkov/cloudformation/checks/resource/aws/SagemakerModelWithNetworkIsolation.py
CKV_AWS_370,SagemakerModelWithNetworkIsolation,github/checkov/checkov/terraform/checks/resource/aws/SagemakerModelWithNetworkIsolation.py
CKV_AWS_371,SagemakerNotebookInstanceAllowsIMDSv2,github/checkov/checkov/cloudformation/checks/resource/aws/SagemakerNotebookInstanceAllowsIMDSv2.py
CKV_AWS_371,SagemakerNotebookInstanceAllowsIMDSv2,github/checkov/checkov/terraform/checks/resource/aws/SagemakerNotebookInstanceAllowsIMDSv2.py
CKV_AWS_372,SagemakerFlowDefinitionUsesKMS,github/checkov/checkov/terraform/checks/resource/aws/SagemakerFlowDefinitionUsesKMS.py
CKV_AWS_373,BedrockAgentEncrypted,github/checkov/checkov/cloudformation/checks/resource/aws/BedrockAgentEncrypted.py
CKV_AWS_373,BedrockAgentEncrypted,github/checkov/checkov/terraform/checks/resource/aws/BedrockAgentEncrypted.py
CKV2_AWS_1,SubnetHasACL,github/checkov/checkov/terraform/checks/graph_checks/aws/SubnetHasACL.yaml
CKV2_AWS_2,EncryptedEBSVolumeOnlyConnectedToEC2s,github/checkov/checkov/terraform/checks/graph_checks/aws/EncryptedEBSVolumeOnlyConnectedToEC2s.yaml
CKV2_AWS_3,GuardDutyIsEnabled,github/checkov/checkov/terraform/checks/graph_checks/aws/GuardDutyIsEnabled.yaml
CKV2_AWS_4,APIGWLoggingLevelsDefinedProperly,github/checkov/checkov/terraform/checks/graph_checks/aws/APIGWLoggingLevelsDefinedProperly.yaml
CKV2_AWS_5,SGAttachedToResource,github/checkov/checkov/terraform/checks/graph_checks/aws/SGAttachedToResource.yaml
CKV2_AWS_6,S3BucketHasPublicAccessBlock,github/checkov/checkov/terraform/checks/graph_checks/aws/S3BucketHasPublicAccessBlock.yaml
CKV2_AWS_7,AMRClustersNotOpenToInternet,github/checkov/checkov/terraform/checks/graph_checks/aws/AMRClustersNotOpenToInternet.yaml
CKV2_AWS_8,RDSClusterHasBackupPlan,github/checkov/checkov/terraform/checks/graph_checks/aws/RDSClusterHasBackupPlan.yaml
CKV2_AWS_9,EBSAddedBackup,github/checkov/checkov/terraform/checks/graph_checks/aws/EBSAddedBackup.yaml
CKV2_AWS_10,CloudtrailHasCloudwatch,github/checkov/checkov/terraform/checks/graph_checks/aws/CloudtrailHasCloudwatch.yaml
CKV2_AWS_11,VPCHasFlowLog,github/checkov/checkov/terraform/checks/graph_checks/aws/VPCHasFlowLog.yaml
CKV2_AWS_12,VPCHasRestrictedSG,github/checkov/checkov/terraform/checks/graph_checks/aws/VPCHasRestrictedSG.yaml
CKV2_AWS_14,IAMGroupHasAtLeastOneUser,github/checkov/checkov/terraform/checks/graph_checks/aws/IAMGroupHasAtLeastOneUser.yaml
CKV2_AWS_15,AutoScallingEnabledELB,github/checkov/checkov/terraform/checks/graph_checks/aws/AutoScallingEnabledELB.yaml
CKV2_AWS_16,AutoScalingEnableOnDynamoDBTables,github/checkov/checkov/terraform/checks/graph_checks/aws/AutoScalingEnableOnDynamoDBTables.yaml
CKV2_AWS_18,EFSAddedBackup,github/checkov/checkov/terraform/checks/graph_checks/aws/EFSAddedBackup.yaml
CKV2_AWS_19,EIPAllocatedToVPCAttachedEC2,github/checkov/checkov/terraform/checks/graph_checks/aws/EIPAllocatedToVPCAttachedEC2.yaml
CKV2_AWS_20,ALBRedirectsHTTPToHTTPS,github/checkov/checkov/terraform/checks/graph_checks/aws/ALBRedirectsHTTPToHTTPS.yaml
CKV2_AWS_21,IAMUsersAreMembersAtLeastOneGroup,github/checkov/checkov/terraform/checks/graph_checks/aws/IAMUsersAreMembersAtLeastOneGroup.yaml
CKV2_AWS_22,IAMUserHasNoConsoleAccess,github/checkov/checkov/terraform/checks/graph_checks/aws/IAMUserHasNoConsoleAccess.yaml
CKV2_AWS_23,Route53ARecordAttachedResource,github/checkov/checkov/terraform/checks/graph_checks/aws/Route53ARecordAttachedResource.yaml
CKV2_AWS_27,PostgresRDSHasQueryLoggingEnabled,github/checkov/checkov/terraform/checks/graph_checks/aws/PostgresRDSHasQueryLoggingEnabled.yaml
CKV2_AWS_28,ALBProtectedByWAF,github/checkov/checkov/terraform/checks/graph_checks/aws/ALBProtectedByWAF.yaml
CKV2_AWS_29,APIProtectedByWAF,github/checkov/checkov/terraform/checks/graph_checks/aws/APIProtectedByWAF.yaml
CKV2_AWS_30,PostgresDBHasQueryLoggingEnabled,github/checkov/checkov/terraform/checks/graph_checks/aws/PostgresDBHasQueryLoggingEnabled.yaml
CKV2_AWS_31,WAF2HasLogs,github/checkov/checkov/terraform/checks/graph_checks/aws/WAF2HasLogs.yaml
CKV2_AWS_32,CloudFrontHasResponseHeadersPolicy,github/checkov/checkov/terraform/checks/graph_checks/aws/CloudFrontHasResponseHeadersPolicy.yaml
CKV2_AWS_33,AppSyncProtectedByWAF,github/checkov/checkov/cloudformation/checks/graph_checks/AppSyncProtectedByWAF.yaml
CKV2_AWS_33,AppSyncProtectedByWAF,github/checkov/checkov/terraform/checks/graph_checks/aws/AppSyncProtectedByWAF.yaml
CKV2_AWS_34,AWSSSMParameterShouldBeEncrypted,github/checkov/checkov/terraform/checks/graph_checks/aws/AWSSSMParameterShouldBeEncrypted.yaml
CKV2_AWS_35,AWSNATGatewaysshouldbeutilized,github/checkov/checkov/terraform/checks/graph_checks/aws/AWSNATGatewaysshouldbeutilized.yaml
CKV2_AWS_36,HTTPNotSendingPasswords,github/checkov/checkov/terraform/checks/graph_checks/aws/HTTPNotSendingPasswords.yaml
CKV2_AWS_37,CodecommitApprovalRulesAttached,github/checkov/checkov/terraform/checks/graph_checks/aws/CodecommitApprovalRulesAttached.yaml
CKV2_AWS_38,Route53ZoneEnableDNSSECSigning,github/checkov/checkov/terraform/checks/graph_checks/aws/Route53ZoneEnableDNSSECSigning.yaml
CKV2_AWS_39,Route53ZoneHasMatchingQueryLog,github/checkov/checkov/terraform/checks/graph_checks/aws/Route53ZoneHasMatchingQueryLog.yaml
CKV2_AWS_40,IAMPolicyNotAllowFullIAMAccess,github/checkov/checkov/terraform/checks/graph_checks/aws/IAMPolicyNotAllowFullIAMAccess.yaml
CKV2_AWS_41,EC2InstanceHasIAMRoleAttached,github/checkov/checkov/terraform/checks/graph_checks/aws/EC2InstanceHasIAMRoleAttached.yaml
CKV2_AWS_42,CloudFrontHasCustomSSLCertificate,github/checkov/checkov/terraform/checks/graph_checks/aws/CloudFrontHasCustomSSLCertificate.yaml
CKV2_AWS_43,S3NotAllowAccessToAllAuthenticatedUsers,github/checkov/checkov/terraform/checks/graph_checks/aws/S3NotAllowAccessToAllAuthenticatedUsers.yaml
CKV2_AWS_44,VPCPeeringRouteTableOverlyPermissive,github/checkov/checkov/terraform/checks/graph_checks/aws/VPCPeeringRouteTableOverlyPermissive.yaml
CKV2_AWS_45,AWSConfigRecorderEnabled,github/checkov/checkov/terraform/checks/graph_checks/aws/AWSConfigRecorderEnabled.yaml
CKV2_AWS_46,CLoudFrontS3OriginConfigWithOAI,github/checkov/checkov/terraform/checks/graph_checks/aws/CLoudFrontS3OriginConfigWithOAI.yaml
CKV2_AWS_47,CloudFrontWebACLConfiguredWIthLog4jVulnerability,github/checkov/checkov/terraform/checks/graph_checks/aws/CloudFrontWebACLConfiguredWIthLog4jVulnerability.yaml
CKV2_AWS_48,ConfigRecorderRecordsAllGlobalResources,github/checkov/checkov/terraform/checks/graph_checks/aws/ConfigRecorderRecordsAllGlobalResources.yaml
CKV2_AWS_49,DMSEndpointHaveSSLConfigured,github/checkov/checkov/terraform/checks/graph_checks/aws/DMSEndpointHaveSSLConfigured.yaml
CKV2_AWS_50,ElastiCacheRedisConfiguredAutomaticFailOver,github/checkov/checkov/terraform/checks/graph_checks/aws/ElastiCacheRedisConfiguredAutomaticFailOver.yaml
CKV2_AWS_51,APIGatewayEndpointsUsesCertificateForAuthentication,github/checkov/checkov/terraform/checks/graph_checks/aws/APIGatewayEndpointsUsesCertificateForAuthentication.yaml
CKV2_AWS_52,OpenSearchDomainHasFineGrainedControl,github/checkov/checkov/terraform/checks/graph_checks/aws/OpenSearchDomainHasFineGrainedControl.yaml
CKV2_AWS_53,APIGatewayRequestParameterValidationEnabled,github/checkov/checkov/terraform/checks/graph_checks/aws/APIGatewayRequestParameterValidationEnabled.yaml
CKV2_AWS_54,CloudFrontUsesSecureProtocolsForHTTPS,github/checkov/checkov/terraform/checks/graph_checks/aws/CloudFrontUsesSecureProtocolsForHTTPS.yaml
CKV2_AWS_55,EMRClusterHasSecurityConfiguration,github/checkov/checkov/terraform/checks/graph_checks/aws/EMRClusterHasSecurityConfiguration.yaml
CKV2_AWS_56,IAMManagedIAMFullAccessPolicy,github/checkov/checkov/terraform/checks/graph_checks/aws/IAMManagedIAMFullAccessPolicy.yaml
CKV2_AWS_57,SecretsAreRotated,github/checkov/checkov/terraform/checks/graph_checks/aws/SecretsAreRotated.yaml
CKV2_AWS_58,NeptuneDeletionProtectionEnabled,github/checkov/checkov/terraform/checks/graph_checks/aws/NeptuneDeletionProtectionEnabled.yaml
CKV2_AWS_59,ElasticSearchDedicatedMasterEnabled,github/checkov/checkov/terraform/checks/graph_checks/aws/ElasticSearchDedicatedMasterEnabled.yaml
CKV2_AWS_60,RDSEnableCopyTagsToSnapshot,github/checkov/checkov/terraform/checks/graph_checks/aws/RDSEnableCopyTagsToSnapshot.yaml
CKV2_AWS_61,S3BucketLifecycle,github/checkov/checkov/terraform/checks/graph_checks/aws/S3BucketLifecycle.yaml
CKV2_AWS_62,S3BucketEventNotifications,github/checkov/checkov/terraform/checks/graph_checks/aws/S3BucketEventNotifications.yaml
CKV2_AWS_63,NetworkFirewallHasLogging,github/checkov/checkov/terraform/checks/graph_checks/aws/NetworkFirewallHasLogging.yaml
CKV2_AWS_64,KmsKeyPolicyIsDefined,github/checkov/checkov/terraform/checks/graph_checks/aws/KmsKeyPolicyIsDefined.yaml
CKV2_AWS_65,AWSdisableS3ACL,github/checkov/checkov/terraform/checks/graph_checks/aws/AWSdisableS3ACL.yaml
CKV2_AWS_66,AWS_private_MWAA_environment,github/checkov/checkov/terraform/checks/graph_checks/aws/AWS_private_MWAA_environment.yaml
CKV2_AWS_68,SageMakerIAMPolicyOverlyPermissiveToAllTraffic,github/checkov/checkov/cloudformation/checks/graph_checks/SageMakerIAMPolicyOverlyPermissiveToAllTraffic.yaml
CKV2_AWS_68,SageMakerIAMPolicyOverlyPermissiveToAllTraffic,github/checkov/checkov/terraform/checks/graph_checks/aws/SageMakerIAMPolicyOverlyPermissiveToAllTraffic.yaml
CKV2_AWS_69,RDSEncryptionInTransit,github/checkov/checkov/cloudformation/checks/graph_checks/RDSEncryptionInTransit.yaml
CKV2_AWS_69,RDSEncryptionInTransit,github/checkov/checkov/terraform/checks/graph_checks/aws/RDSEncryptionInTransit.yaml
CKV2_AWS_70,APIGatewayMethodWOAuth,github/checkov/checkov/terraform/checks/resource/aws/APIGatewayMethodWOAuth.py
CKV_AZURE_1,AzureInstancePassword,github/checkov/checkov/arm/checks/resource/AzureInstancePassword.py
CKV_AZURE_1,AzureInstancePassword,github/checkov/checkov/terraform/checks/resource/azure/AzureInstancePassword.py
CKV_AZURE_2,AzureManagedDiscEncryption,github/checkov/checkov/arm/checks/resource/AzureManagedDiscEncryption.py
CKV_AZURE_2,AzureManagedDiskEncryption,github/checkov/checkov/terraform/checks/resource/azure/AzureManagedDiskEncryption.py
CKV_AZURE_3,StorageAccountsTransportEncryption,github/checkov/checkov/arm/checks/resource/StorageAccountsTransportEncryption.py
CKV_AZURE_3,StorageAccountsTransportEncryption,github/checkov/checkov/bicep/checks/resource/azure/StorageAccountsTransportEncryption.py
CKV_AZURE_3,StorageAccountsTransportEncryption,github/checkov/checkov/terraform/checks/resource/azure/StorageAccountsTransportEncryption.py
CKV_AZURE_4,AKSLoggingEnabled,github/checkov/checkov/arm/checks/resource/AKSLoggingEnabled.py
CKV_AZURE_4,AKSLoggingEnabled,github/checkov/checkov/terraform/checks/resource/azure/AKSLoggingEnabled.py
CKV_AZURE_5,AKSRbacEnabled,github/checkov/checkov/arm/checks/resource/AKSRbacEnabled.py
CKV_AZURE_5,AKSRbacEnabled,github/checkov/checkov/terraform/checks/resource/azure/AKSRbacEnabled.py
CKV_AZURE_6,AKSApiServerAuthorizedIpRanges,github/checkov/checkov/arm/checks/resource/AKSApiServerAuthorizedIpRanges.py
CKV_AZURE_6,AKSApiServerAuthorizedIpRanges,github/checkov/checkov/terraform/checks/resource/azure/AKSApiServerAuthorizedIpRanges.py
CKV_AZURE_7,AKSNetworkPolicy,github/checkov/checkov/arm/checks/resource/AKSNetworkPolicy.py
CKV_AZURE_7,AKSNetworkPolicy,github/checkov/checkov/terraform/checks/resource/azure/AKSNetworkPolicy.py
CKV_AZURE_8,AKSDashboardDisabled,github/checkov/checkov/arm/checks/resource/AKSDashboardDisabled.py
